Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
19-Feb-24,EQ,384.45,388.4,372.1,384.6,374.85,374.15,375.63,409.7,100.95,"19,73,586","74,13,39,619.55","55,776"
16-Feb-24,EQ,388.95,390,382.05,391.65,382.1,384.6,385.88,409.7,100.95,"16,41,450","63,34,10,377.40","48,779"
15-Feb-24,EQ,362.5,409.7,362.5,364.25,384.6,391.65,381.62,409.7,100.95,"63,44,879","2,42,13,39,728.75","1,10,829"
14-Feb-24,EQ,362,368.6,356.7,366.5,363.05,364.25,363.42,395,100.95,"19,01,847","69,11,69,501.15","52,501"
13-Feb-24,EQ,366,369.8,354.1,363.9,365,366.5,361.14,395,100.95,"27,19,522","98,21,24,273.70","50,974"
12-Feb-24,EQ,358.4,366.25,351.2,357.95,365.05,363.9,359.72,395,100.95,"57,77,513","2,07,83,00,663.90","79,444"
09-Feb-24,EQ,357.15,362,345,352.05,358.05,357.95,353.18,395,100.95,"52,57,247","1,85,67,68,251.85","1,02,007"
08-Feb-24,EQ,350,368.7,343.75,337.25,357.1,352.05,352.89,395,100.95,"1,72,58,388","6,09,03,00,234.95","1,48,927"
08-Feb-24,BL,334,344.2,334,113.1,344.2,337.1,337.12,344.2,113.1,"6,87,29,971","23,17,00,10,314.00",10
07-Feb-24,EQ,331.7,342.4,329.25,330,341,337.25,334.79,395,100.95,"64,14,327","2,14,74,34,665.25","50,698"
06-Feb-24,EQ,342.45,344.85,329.15,339.85,330,330,332.94,395,100.95,"23,08,551","76,86,10,758.05","49,528"
05-Feb-24,EQ,348.95,349.55,336.3,347.9,339.9,339.85,339.77,395,100.95,"20,74,851","70,49,77,047.80","54,367"
02-Feb-24,EQ,336.15,351.9,336.15,334.05,348,347.9,343.53,395,100.95,"70,42,693","2,41,93,72,823.50","73,565"
